"","ts_seasadj_A","ts_seasadj_B","ts_seasadj_C"
"1",0.00424663131978858,-0.141724197313869,0.136311171597762
"2",0.00418265533955335,-0.140298711104402,0.13640449277895
"3",0.00351398875465444,-0.139505596712116,0.136812198839428
"4",0.00389040885226575,-0.139779432996992,0.13714720695368
"5",0.00521090793177789,-0.141374717893622,0.13687078757367
"6",0.00396069524433884,-0.142178274111926,0.137337877669768
"7",0.0092534543545055,-0.145949536929355,0.136737959270791
"8",0.00907342310849496,-0.146428328852611,0.136424092698606
"9",0.00348525806364767,-0.142846786004249,0.135560458527798
"10",0.00468813536869842,-0.142826560643039,0.135608799152172
"11",0.00447426678307901,-0.142336948675752,0.134968330628376
"12",0.00562863864637765,-0.143027822556848,0.134865431667531
"13",0.0062019484860529,-0.142892719268483,0.13399241391902
"14",0.0036026945377754,-0.141991936650377,0.13446255384592
"15",0.00261590746548509,-0.140289209590401,0.134902270594961
"16",0.00206741976568463,-0.138299911815633,0.135607547693583
"17",0.00130628969804435,-0.140540251233724,0.134609425973647
"18",0.00223721075469872,-0.139821701039047,0.135296341527046
"19",0.00285797222422956,-0.139233326601219,0.136347654595026
"20",0.00228131726147863,-0.138333753861963,0.137150129522416
"21",0.00345499537601189,-0.138528250563856,0.137022826487571
"22",0.00410013739266,-0.139518891085591,0.137106983858046
"23",0.004883142315194,-0.139206233444518,0.137270133128566
"24",0.00549335958328056,-0.140490957147402,0.136680272035068
"25",0.00548634241362722,-0.140343277952679,0.137392723656696
"26",0.00701358128895669,-0.141067269448177,0.137041535518329
"27",0.00542027865555299,-0.140105818672585,0.136690593119762
"28",0.00662681256903572,-0.138402548178569,0.138168540314374
"29",0.00515038493996057,-0.13923662108053,0.137029492929747
"30",0.0108917498648476,-0.143387416256602,0.137037354053993
"31",0.00767434919951575,-0.141393444822245,0.136992968130584
"32",0.0092555053984376,-0.14218279740258,0.137207089948059
"33",0.00384330994734152,-0.138303491982154,0.136973158938757
"34",0.00717467347816831,-0.140074002210315,0.137377234079077
"35",0.00635242416146028,-0.139317490692095,0.137544829121429
"36",0.00657970060218402,-0.140174014120662,0.137108581925135
"37",0.00643760725706676,-0.140388348151788,0.137299431684494
"38",0.00675437432138222,-0.140021299119002,0.137452998460785
"39",0.00822737576520928,-0.141002379101421,0.137458044459601
"40",0.00593648561261046,-0.139945586404412,0.136936470607296
"41",0.00567494517171982,-0.140053701517656,0.136934672136373
"42",0.00553245688654455,-0.140665969302719,0.13761790189099
"43",0.00473211815550748,-0.138888313161478,0.137229211095729
"44",0.00367942496784123,-0.139424140441706,0.136339762072908
"45",0.00331864822397225,-0.139515816269703,0.136397308564644
"46",0.00438499985365307,-0.139260947547946,0.136645788278689
"47",0.00433946662079309,-0.140928027477547,0.136021470614411
"48",0.00520089265956368,-0.140927017114395,0.13700300865503
"49",0.0112808687831528,-0.146078196901809,0.135759065096173
"50",0.0112925993501919,-0.146560668207086,0.13580909460591
"51",0.00569546384248232,-0.142365059393845,0.135324447151726
"52",0.00549093471856229,-0.143021499014128,0.134931281616439
"53",0.00373707872005808,-0.142161324419139,0.134918467094591
"54",0.00298051190596979,-0.1416040743665,0.135136247470299
"55",0.00382097364828735,-0.141013378557175,0.135864622377592
"56",0.00378653329953656,-0.143513611353282,0.134435127310968
"57",0.00285165099496388,-0.140567710492313,0.135710912538886
"58",0.0011697187036068,-0.140961393313466,0.134560807464784
"59",0.00149077815700671,-0.14002949980507,0.135177087112043
"60",0.00298189675734078,-0.141347132647798,0.135205272295887
"61",0.00361750505579203,-0.142049126275466,0.135590676768554
"62",0.00267036502312054,-0.142636749101769,0.134643432828376
"63",0.0015098344405971,-0.14123114608123,0.134886007826618
"64",0.0020498896399605,-0.140615748113198,0.135537834738852
"65",0.00350845748130523,-0.141507598647689,0.135901376708801
"66",-2.94830838833975e-05,-0.140823313824621,0.134695543798492
"67",-0.00058096068910784,-0.140706477026972,0.134377533136878
"68",0.00655445701762451,-0.144969293369142,0.135340122090836
"69",0.00772770085480127,-0.14550262218655,0.135142564692794
"70",0.00579369356952948,-0.145017887117952,0.134394783497701
"71",-0.000450959719519363,-0.140419433241342,0.13443946894786
"72",9.18847538178228e-05,-0.140186267242233,0.13516678063541
"73",0.000599953302724444,-0.140795605951007,0.134958659702287
"74",0.0014862623373538,-0.14204593840912,0.134863613114896
"75",0.00163572587468816,-0.142118933906971,0.13477098938582
"76",0.00256172562529436,-0.141474212300836,0.135353449079696
"77",0.00182352531711627,-0.141647537541539,0.135458903111586
"78",0.000265551402630682,-0.139924907007614,0.135266139730664
"79",-0.00103998478436086,-0.139134834041353,0.135690254321628
"80",-0.00304872681957485,-0.140090646893812,0.134022560714549
"81",0.000179131836370328,-0.141605210744019,0.134500644399256
"82",5.90651406487744e-05,-0.141239649467848,0.134743552235404
"83",0.000612816423661094,-0.140668523210944,0.135913704867518
"84",-0.00133890064947642,-0.140815450389205,0.134511395377429
"85",-0.000680785681764899,-0.140165666830343,0.135064367256894
"86",-0.0015348488068152,-0.139876747651531,0.134488731179106
"87",0.000598238750993253,-0.140896736512379,0.135260341130982
"88",0.000409361620021029,-0.140407354671675,0.135728505651512
"89",0.000709622754200422,-0.141687359033947,0.135119719471923
"90",-0.000161588675881956,-0.139851579742598,0.13569258703468
"91",0.00367085932499605,-0.143384344923473,0.135124415020455
"92",0.00369815154523426,-0.142358163702833,0.13619463424591
"93",-0.000860692338339636,-0.13889033933806,0.136900475042405
"94",0.00021801549038941,-0.1401208738419,0.136408234347631
"95",-0.000321222398533159,-0.140818462657336,0.136348048186587
"96",-0.00184805630282115,-0.14044011368757,0.135752223115188
"97",-4.217215600781e-05,-0.139428092614532,0.135841321132338
"98",-0.000833923370611203,-0.139449495127754,0.135820243188967
"99",-0.001879406206664,-0.138411546579039,0.135350322807628
"100",-0.00169028647796129,-0.138674360029712,0.135032535012358
"101",-3.7323835234351e-05,-0.139078940809524,0.134677541559125
"102",-0.00011475975712095,-0.138812310181316,0.134841374217378
"103",-0.00168476571012655,-0.138094712961577,0.135792331590135
"104",-0.00254966707893296,-0.138331804936586,0.135320517213336
"105",-0.00125876567259246,-0.137586834956513,0.135457098460533
"106",-0.000817498919107252,-0.139203687081413,0.134789218988702
"107",-0.000726826115601265,-0.139102842781893,0.134363359399058
"108",-0.00128896938637207,-0.138820426059659,0.134309751579009
"109",-0.000773936871933835,-0.139264207309186,0.134819731224538
"110",6.81426382901024e-06,-0.139850737384954,0.135016400173938
"111",0.00401739332640012,-0.142931601362315,0.134589034464252
"112",0.0042198031828747,-0.14217997746661,0.13501151406307
"113",-0.00128335798405531,-0.138223531054295,0.13574362649498
"114",-0.00132128827627426,-0.139278248731937,0.135050203495394
"115",-0.000102651334953458,-0.139177090586834,0.135344741523601
"116",-0.000743111570802455,-0.139274171802988,0.134889423216171
"117",0.000283052712493531,-0.139128960698152,0.135589046141926
"118",0.000990236342276779,-0.140096799412667,0.1350380463597
"119",0.000944125568173077,-0.139795317679524,0.134833765603959
"120",0.000264298114750688,-0.139829658225038,0.134994825263464
"121",0.00125892035874513,-0.140165239676725,0.135070945435439
"122",0.000726790431977821,-0.139947025218563,0.135016421139896
"123",2.34256437691479e-05,-0.138894235322939,0.135084995938163
"124",-6.50663190070663e-05,-0.140035022870359,0.134375021723611
"125",-0.000863475310597954,-0.140998974258778,0.13386189342907
"126",-0.00100750028009525,-0.13951671865223,0.134811585082489
"127",0.00336528099690726,-0.143042681598379,0.135004878934569
"128",0.00362563143814838,-0.143671460934819,0.135262475864926
"129",0.00426687395074348,-0.144576251949256,0.134793696023703
"130",-0.000112237949107151,-0.14224544600393,0.134892652645825
"131",-0.000454835009940772,-0.141960940185675,0.134330721053143
"132",-0.00177744010085918,-0.142636184402211,0.134227343275712
"133",-0.00259763046100208,-0.143260408682632,0.133618680222903
"134",-0.00200499760215049,-0.142663799122888,0.133652600362332
"135",-0.000889233478102514,-0.142917861071889,0.134632133933947
"136",-0.00188010248852326,-0.142540221415181,0.134321195053849
"137",-0.00214799745976923,-0.142041258123639,0.134391038098628
"138",-3.17206386431985e-05,-0.141833367963978,0.135192432680911
"139",-0.00238375531271271,-0.141381851395056,0.134600921955948
"140",-0.00316461537709702,-0.141703089951559,0.133915344250315
"141",-0.00212703383349558,-0.141653923762026,0.134129132726806
"142",0.00488628046360636,-0.146326186785545,0.134993877740134
"143",0.00552207039114646,-0.14697390520199,0.135084513712173
"144",0.00550431380804024,-0.146224225823174,0.135142375940182
"145",-0.00092428160713514,-0.141945201272448,0.134159428357317
"146",-0.000884450704111084,-0.14142723576616,0.134569528087436
"147",0.000261600204263707,-0.14046303872542,0.135390865352403
"148",-0.00111058288418399,-0.141220254630342,0.134981576472318
"149",-0.00101755486703316,-0.139352295960855,0.13539483297112
"150",-0.00128213405903349,-0.139392037282248,0.135875840042359
"151",-0.00135022881354289,-0.139904379187507,0.134976326178524
"152",-0.00058213842754025,-0.139521880671199,0.135935154551225
"153",0.000626689921009781,-0.14120966081595,0.135389818068054
"154",-0.000378749275740832,-0.141012020876701,0.134754777061452
"155",-0.00183980001665196,-0.139412183108884,0.134806290888837
"156",0.000556898503565068,-0.139951298453135,0.1354368544849
"157",0.00166801426521231,-0.140764989860253,0.135598784491555
