,A,B,C
2018-02-01 19:00:00,-0.007205768981299539,-0.14370010651409054,0.13353114306571123
2018-02-01 19:15:00,-0.006046386671606007,-0.14267059529596515,0.13471583577210341
2018-02-01 19:30:00,0.005214472847877419,-0.14934124885415156,0.13568654796060164
2018-02-01 19:45:00,0.005216959189826205,-0.1504538607708318,0.13433032744303658
2018-02-01 20:00:00,-0.003525024250884797,-0.1416685023495317,0.13570170251702107
2018-02-01 20:15:00,-0.00377966249741304,-0.14292621240829306,0.1346185646596214
2018-02-01 20:30:00,-0.003487613699710352,-0.1428491704901759,0.13419243282758936
2018-02-01 20:45:00,-0.0033708992642949294,-0.1425229062815897,0.13431400947413824
2018-02-01 21:00:00,-0.002881794825038846,-0.1428106588161867,0.1348369364511338
2018-02-01 21:15:00,-0.0026095071753183155,-0.1422605473458094,0.13471822327409078
2018-02-01 21:30:00,-0.0031506102280278417,-0.14306866671898272,0.13448424439087242
2018-02-01 21:45:00,-0.0036180131610217816,-0.14406871264054352,0.13361654956712285
2018-02-01 22:00:00,-0.0029474373174558696,-0.14131363217561926,0.135127832266001
2018-02-01 22:15:00,-0.002584669499642025,-0.1391915008867629,0.13607534228101875
2018-02-01 22:30:00,-0.0021805065496031755,-0.13900388762932311,0.13675612498685105
2018-02-01 22:45:00,-0.001575614709125576,-0.13862108878967763,0.13642416236986482
2018-02-01 23:00:00,-0.0016682844830795246,-0.13878572727536312,0.13693909897490752
2018-02-01 23:15:00,-0.0021922154042461972,-0.13961137299126933,0.13644232765285977
2018-02-01 23:30:00,-0.0020742872424150166,-0.13982252852063115,0.13681792983965302
2018-02-01 23:45:00,-0.0014119506007667067,-0.1388844003560185,0.13715511392366617
2018-02-02 00:00:00,0.010315603486748945,-0.14717249870817298,0.13706564529723023
2018-02-02 00:15:00,0.009373705359482846,-0.14743987577743622,0.136415788799071
2018-02-02 00:30:00,-0.0011527409540864867,-0.13924897343967288,0.13647422296868625
2018-02-02 00:45:00,-0.0009333382238552941,-0.14024669840357662,0.1360051353061634
2018-02-02 01:00:00,-0.0009419447277042922,-0.13965506413818918,0.13687777638072546
2018-02-02 01:15:00,-0.0012118078195174026,-0.14014477324065316,0.13670438346385871
2018-02-02 01:30:00,-0.0008631502661506592,-0.13994085920572885,0.13682866118113962
2018-02-02 01:45:00,-0.0007588570684203107,-0.13912376927311668,0.13702437372983192
2018-02-02 02:00:00,-0.001039736304024807,-0.13962364569674704,0.13607547291496938
2018-02-02 02:15:00,-0.00025213674340481554,-0.13958798629352995,0.13707500623618735
2018-02-02 02:30:00,0.0005379574953599138,-0.13928609505380055,0.13751861027177542
2018-02-02 02:45:00,7.086105321557878e-05,-0.14015647337630263,0.1363229629956576
2018-02-02 03:00:00,-0.00020421725179499206,-0.13975492632408057,0.13582607607396258
2018-02-02 03:15:00,0.0003143826935918049,-0.13827705651840555,0.13686793460413252
2018-02-02 03:30:00,0.0009505027248489052,-0.13887815432133707,0.13645611109421435
2018-02-02 03:45:00,0.0007743819509526673,-0.13911686516008778,0.1363777677641907
2018-02-02 04:00:00,0.0014119723154817614,-0.13948954040173847,0.13663609604969226
2018-02-02 04:15:00,0.0012790257916548216,-0.13912904757857633,0.13660500263104322
2018-02-02 04:30:00,0.0014448161374806443,-0.1386367836275402,0.13648884656849364
2018-02-02 04:45:00,0.01321086139532728,-0.14613425787110343,0.1368879695251635
2018-02-02 05:00:00,0.013822724457748672,-0.14632985735277654,0.1370252726163764
2018-02-02 05:15:00,0.013643265009912234,-0.14639711822899543,0.13771174541661743
2018-02-02 05:30:00,0.0023603407304168297,-0.13968737328706038,0.1366230036280021
2018-02-02 05:45:00,0.0037512979154911063,-0.1399779761749116,0.13659127237672936
2018-02-02 06:00:00,0.0034056197298177084,-0.14047239383291518,0.13644708882620027
2018-02-02 06:15:00,0.0031453483244655417,-0.13915456729073175,0.13621307308510314
2018-02-02 06:30:00,0.0027015568230610533,-0.1395140299295022,0.13632447055213556
2018-02-02 06:45:00,0.0032156395186836943,-0.13981075736533582,0.13614351853820267
2018-02-02 07:00:00,0.003636233173323075,-0.13905357864377862,0.13643577930372855
2018-02-02 07:15:00,0.004961277111175823,-0.13980674817931324,0.1368977035117022
2018-02-02 07:30:00,0.004552657733633013,-0.13986690322185572,0.13711804149484905
2018-02-02 07:45:00,0.005436675230646459,-0.14016451921516057,0.13734142783878395
2018-02-02 08:00:00,0.005637247106993146,-0.1405803429764647,0.1373628227921381
2018-02-02 08:15:00,0.0038010295169092533,-0.14100223558284392,0.13567092047532509
2018-02-02 08:30:00,0.00374578706743201,-0.1419412429965962,0.13586126104038804
2018-02-02 08:45:00,0.004585371105551757,-0.14132775672668238,0.13671933856265192
2018-02-02 09:00:00,0.005474762020308519,-0.14030593700398886,0.13743256535319257
2018-02-02 09:15:00,0.0039075189447992905,-0.14144457957412349,0.13622871476234916
2018-02-02 09:30:00,0.005043035235896775,-0.14210969764672682,0.13627394954772926
2018-02-02 09:45:00,0.004662607644484654,-0.143119089228919,0.13508889529345355
2018-02-02 10:00:00,0.014991262795906898,-0.1501446271340409,0.13439976476989068
2018-02-02 10:15:00,0.015143665174865336,-0.14962686632630548,0.1337308821727843
2018-02-02 10:30:00,0.013933294924325311,-0.14996042335119064,0.13232537465074196
2018-02-02 10:45:00,0.0032688684635076327,-0.14157514622017633,0.13254576523729977
2018-02-02 11:00:00,0.0021088153908765048,-0.14128788367715092,0.131615443221129
2018-02-02 11:15:00,0.001123076956597538,-0.14026602382305173,0.1312017464498744
2018-02-02 11:30:00,0.0003763049197732105,-0.13929811990503516,0.13218602988013056
2018-02-02 11:45:00,-0.00036702460215246973,-0.13833406666505293,0.13316591159152752
2018-02-02 12:00:00,0.00044705906957244435,-0.13771664097666547,0.1346037166653317
2018-02-02 12:15:00,0.00037618884603020136,-0.13608717690529457,0.13642796581029232
2018-02-02 12:30:00,0.0001147163553297963,-0.1352914629030464,0.13682991064220884
2018-02-02 12:45:00,-2.6137061595125794e-07,-0.13486471465863692,0.13683369446073482
2018-02-02 13:00:00,-8.163089888628083e-05,-0.1350148950710196,0.1378037544884912
2018-02-02 13:15:00,-0.002147329901596215,-0.13517301512370541,0.13570984946088518
2018-02-02 13:30:00,0.0006780023773166096,-0.13426063361685944,0.13788812714827492
2018-02-02 13:45:00,7.045374590452204e-05,-0.13407748297749736,0.13738066321488465
2018-02-02 14:00:00,-0.0005373206364275713,-0.13389402708218873,0.13687275736539575
2018-02-02 14:15:00,-0.0012782849947936918,-0.13370089870551435,0.13752446463135698
2018-02-02 14:30:00,-0.0006224842456394413,-0.1331007707904001,0.13780206653494165
2018-02-02 14:45:00,0.002518674211788582,-0.13471799708320076,0.13828570439007823
2018-02-02 15:00:00,0.005656017294254468,-0.13633333484818497,0.13876876992838444
2018-02-02 15:15:00,0.008789551948953103,-0.1379467873915008,0.13925126416512157
2018-02-02 15:30:00,0.011919285106288145,-0.13955835801145347,0.13973318811321606
2018-02-02 15:45:00,0.010182273227690459,-0.14103451702598466,0.13865980125403557
2018-02-02 16:00:00,-0.001074972736446622,-0.13366027189830706,0.1391148476918369
2018-02-02 16:15:00,-0.0019062111196278036,-0.1336077797260637,0.13844147454175937
2018-02-02 16:30:00,-0.002205355944483738,-0.13407692740414393,0.13808260319412669
2018-02-02 16:45:00,-0.00289821821420094,-0.13573943036999284,0.13852692784832757
2018-02-02 17:00:00,-0.0053056815557896925,-0.13723336084741578,0.13741840060240598
2018-02-02 17:15:00,-0.005173981197347137,-0.13630867269939814,0.13850467006420206
2018-02-02 17:30:00,-0.005377859025801953,-0.13761480003390278,0.1381665775205862
2018-02-02 17:45:00,-0.006553174615461571,-0.13932814844826635,0.1373965260201335
2018-02-02 18:00:00,-0.0060173845208208974,-0.14075176107371695,0.13709609882874216
2018-02-02 18:15:00,-0.005553949340299845,-0.14105148362514472,0.13773006181190434
2018-02-02 18:30:00,-0.00452526889291508,-0.140769167532245,0.13850981515971209
2018-02-02 18:45:00,-0.004022557118309173,-0.140757219314303,0.13821651718050032
2018-02-02 19:00:00,-0.005191591927767199,-0.1406203289986096,0.13794968238987756
2018-02-02 19:15:00,-0.003120659844652733,-0.14021598197054141,0.13929721387864494
2018-02-02 19:30:00,-0.002609803912392559,-0.1409316745546702,0.13906835227131145
2018-02-02 19:45:00,-0.0025164943428176464,-0.14050919518235805,0.1382909095012225
2018-02-02 20:00:00,-0.0011325606645909093,-0.14002431637015234,0.13937498413709823
2018-02-02 20:15:00,0.009130243695456727,-0.14761567238225085,0.1392325765024996
2018-02-02 20:30:00,0.009207995409283892,-0.14781448164593938,0.1389058666227165
2018-02-02 20:45:00,0.008829726615289732,-0.1483421178624785,0.13843445986216285
2018-02-02 21:00:00,-0.00010426238596646765,-0.1394974478615828,0.1399508372733337
2018-02-02 21:15:00,0.001309674072027228,-0.13907309887590985,0.13960058874032732
2018-02-02 21:30:00,0.0008199378100712063,-0.13985436839784252,0.1397392332368262
2018-02-02 21:45:00,0.0012847489515100503,-0.13980412999565647,0.13930301642683474
2018-02-02 22:00:00,0.0010482556334127104,-0.1389395874128715,0.1386236913523225
2018-02-02 22:15:00,0.0010726582790235941,-0.13902631007311406,0.13864804486652083
2018-02-02 22:30:00,-0.00017384018541451236,-0.13934345431453227,0.1375558717624766
2018-02-02 22:45:00,-0.0007802306748891145,-0.13915114295434464,0.13762191644769461
2018-02-02 23:00:00,-0.0007127352305182838,-0.139257095693705,0.13729953174245219
2018-02-02 23:15:00,-0.0003050661300076785,-0.14000523890732808,0.13746816831090297
2018-02-02 23:30:00,-0.00023838436578194465,-0.14098181227397388,0.13737335249146582
2018-02-02 23:45:00,0.0008167902585281447,-0.14124351518789566,0.1369347211753272
2018-02-03 00:00:00,0.0019046048903723373,-0.14080091866587105,0.13761729253782784
2018-02-03 00:15:00,0.0010207964085929833,-0.14085727424138356,0.13710982597822335
2018-02-03 00:30:00,0.0013316152495120013,-0.1404679614370765,0.137147427922902
2018-02-03 00:45:00,0.0012364057369498116,-0.14045897964283136,0.13683653301550075
2018-02-03 01:00:00,0.0009475397444368613,-0.14126703883707092,0.13602815027005152
2018-02-03 01:15:00,0.0018977669465008733,-0.1401239996773501,0.13652070811643663
2018-02-03 01:30:00,0.012253185718668326,-0.14718308968822966,0.13683284825544906
2018-02-03 01:45:00,0.012146785222066532,-0.14679913046180182,0.13724736313931515
2018-02-03 02:00:00,0.0019687737906039777,-0.14047882803077258,0.1366705702747057
2018-02-03 02:15:00,0.0022659007363082565,-0.14058616382528136,0.13674142404506096
2018-02-03 02:30:00,0.0030536038800913425,-0.13946138024087548,0.1370813360651731
2018-02-03 02:45:00,0.003603046164822502,-0.13922479735340332,0.137548892909978
2018-02-03 03:00:00,0.00241048350896389,-0.14021641743455915,0.1365888260969915
2018-02-03 03:15:00,0.0022809284267171054,-0.14051120675909587,0.13655455792966692
2018-02-03 03:30:00,0.0036451354124618245,-0.13914931132020386,0.13714719452529048
2018-02-03 03:45:00,0.004030990879592429,-0.13880719631799035,0.13708621369420082
2018-02-03 04:00:00,0.0035243355503682644,-0.13998553897598048,0.1361620592948283
2018-02-03 04:15:00,0.003470425315310856,-0.13987640004135493,0.13624371005999023
2018-02-03 04:30:00,0.005470851745661463,-0.13958359480707422,0.1371192073250043
2018-02-03 04:45:00,0.0058926312190549545,-0.1397502912015848,0.1369745806195035
2018-02-03 05:00:00,0.005068550984217334,-0.14003273774363081,0.13717142802114973
2018-02-03 05:15:00,0.005466253233311226,-0.13980497910270856,0.13762878144115753
2018-02-03 05:30:00,0.006149486019697243,-0.13982524757138995,0.13778512690262884
2018-02-03 05:45:00,0.0058543068997949765,-0.1404803586481127,0.13664386738280043
2018-02-03 06:00:00,0.007228301966103826,-0.1405425946324436,0.13727072181289482
2018-02-03 06:15:00,0.007645046586182041,-0.13935121300248055,0.1372793244497184
2018-02-03 06:30:00,0.007648727193971006,-0.13947476424031857,0.13759159205051452
2018-02-03 06:45:00,0.00792564980641637,-0.1400759438660466,0.13739977311141816
2018-02-03 07:00:00,0.018756482156609626,-0.14741089928713796,0.13660222597661262
2018-02-03 07:15:00,0.018138047321592018,-0.14845528689751444,0.13609954001294783
2018-02-03 07:30:00,0.019283209296694904,-0.14856320160923484,0.13652407850265877
2018-02-03 07:45:00,0.00767529928736888,-0.14217590715715642,0.13579409290334557
2018-02-03 08:00:00,0.008332427740263104,-0.14179619034623803,0.13563717941913087
2018-02-03 08:15:00,0.007348319676290869,-0.14233104341261085,0.13554697259720763
2018-02-03 08:30:00,0.010339038432752778,-0.14021055136216518,0.13743091565249135
2018-02-03 08:45:00,0.008492742644483438,-0.14136843779241373,0.13635872939271626
2018-02-03 09:00:00,0.009643353798438815,-0.14014500066994795,0.13732173008278686
2018-02-03 09:15:00,0.010183015743419243,-0.14033995925180645,0.13762329493176118
2018-02-03 09:30:00,0.008205411850261093,-0.1436322379805138,0.13581411072378685
2018-02-03 09:45:00,0.009271856203052688,-0.14213513180041865,0.13602505888836267
2018-02-03 10:00:00,0.009632218890505388,-0.1430067033271931,0.13568452441500448
2018-02-03 10:15:00,0.008151499666523563,-0.1437000004140121,0.13313472520590502
2018-02-03 10:30:00,0.008200878751049684,-0.14299500547665928,0.13242002511787374
2018-02-03 10:45:00,0.007239787325432265,-0.14259708644022137,0.12993348923274503
2018-02-03 11:00:00,0.006629971131539712,-0.14034165365561121,0.1285436813103277
2018-02-03 11:15:00,0.005728874724122399,-0.1384909085752435,0.12785126624676207
2018-02-03 11:30:00,0.004990524777856381,-0.1367911353757529,0.12789366453034123
2018-02-03 11:45:00,0.00449798083198866,-0.13584671935373976,0.12969517201067093
2018-02-03 12:00:00,0.012116914890769296,-0.14293391695686825,0.12957361626250552
2018-02-03 12:15:00,0.011040490708977285,-0.14309014075822726,0.1305691300725802
2018-02-03 12:30:00,-0.0006689902395263811,-0.13705581567891342,0.1306612864007152
2018-02-03 12:45:00,-0.001008590915558585,-0.13760394265668158,0.13143958436664097
2018-02-03 13:00:00,-0.0023286595150069866,-0.1378037932442869,0.13140064999903237
2018-02-03 13:15:00,-0.0030170077670011453,-0.1373058209609725,0.13196940833790405
2018-02-03 13:30:00,-0.0028801183314657287,-0.1367012289669922,0.13361709415503298
2018-02-03 13:45:00,-0.0042501562821122205,-0.1372561846644031,0.13319293768949791
2018-02-03 14:00:00,-0.0048783207879404345,-0.13741155613202657,0.13304596920132053
2018-02-03 14:15:00,-0.00451679664431345,-0.13798773512224782,0.1336927686557061
2018-02-03 14:30:00,-0.004537423579354994,-0.1379096583303283,0.13353295222200734
2018-02-03 14:45:00,-0.0037937564618511525,-0.13821886258628008,0.13348970428809673
2018-02-03 15:00:00,-0.003675536221972863,-0.13980387411786896,0.13410415713061571
2018-02-03 15:15:00,-0.0026838106379675044,-0.1383032693818727,0.13430142060949285
2018-02-03 15:30:00,-0.0034741989821340633,-0.13838511944054457,0.1331756533224984
2018-02-03 15:45:00,-0.0046082894404840275,-0.13768447692250094,0.1341393177961926
2018-02-03 16:00:00,0.0054856890698139135,-0.14475745722355235,0.133479949843276
2018-02-03 16:15:00,0.005279426360613515,-0.14474420151770548,0.13379444100772742
2018-02-03 16:30:00,0.0050383329797639344,-0.1455130641995138,0.13368847598002967
2018-02-03 16:45:00,-0.005788146254329287,-0.13912895553283536,0.13401481129314732
2018-02-03 17:00:00,-0.00611256114742606,-0.14007668052187305,0.13367368017318135
2018-02-03 17:15:00,-0.006577556391354296,-0.1406036408616068,0.13372403706090288
2018-02-03 17:30:00,-0.006869238874951774,-0.14154828537731576,0.13417946896305796
2018-02-03 17:45:00,-0.006331991675620692,-0.1404178158441743,0.13515132696177326
2018-02-03 18:00:00,-0.006556019274513621,-0.14130431218221398,0.1350242280487548
2018-02-03 18:15:00,-0.006262133619340529,-0.14231523329457105,0.13553826917792539
2018-02-03 18:30:00,-0.008030212782264283,-0.14231923194266613,0.1342614852427978
2018-02-03 18:45:00,-0.007832717132965449,-0.14145759114654993,0.13551948691783033
2018-02-03 19:00:00,-0.006996506587568399,-0.14290528797630092,0.1350550954110789
2018-02-03 19:15:00,-0.006436751253296518,-0.14102407619959723,0.13606234671911785
2018-02-03 19:30:00,-0.006588180761535056,-0.14220070880783647,0.13629651618700062
2018-02-03 19:45:00,-0.005754768601035722,-0.14129074704218317,0.13630747691090575
2018-02-03 20:00:00,-0.0057229370172623365,-0.14137436450860982,0.13659120778973713
2018-02-03 20:15:00,0.004111225139962099,-0.1492560732430952,0.13524990137716897
2018-02-03 20:30:00,0.004799513058071493,-0.1488765756599758,0.13604908676731312
2018-02-03 20:45:00,-0.005272024874224475,-0.14250732956359496,0.1360401983426605
2018-02-03 21:00:00,-0.005053350977526218,-0.14233020505450947,0.13654852035150858
2018-02-03 21:15:00,-0.004951684168088479,-0.14131603496985082,0.13654644261524138
2018-02-03 21:30:00,-0.004980548496827813,-0.14175229918281215,0.13600622808045315
2018-02-03 21:45:00,-0.005211474814198663,-0.14072971294876094,0.13649609461192236
2018-02-03 22:00:00,-0.0056787411025309735,-0.14171464486942323,0.1356177500053199
2018-02-03 22:15:00,-0.004874799519000635,-0.1415146294577943,0.1352158549719559
2018-02-03 22:30:00,-0.004387554008781564,-0.1411682808844563,0.13571850011876535
2018-02-03 22:45:00,-0.004240333951412569,-0.14072896535689347,0.1357950024370072
2018-02-03 23:00:00,-0.0036117061589772902,-0.1400812429280543,0.1367625478612759
2018-02-03 23:15:00,-0.0036716816898460162,-0.1411508425287013,0.13586520338994518
2018-02-03 23:30:00,-0.0017735315236650452,-0.14204176481117253,0.1370103994473342
2018-02-03 23:45:00,-0.0017296413637073523,-0.14115256824399922,0.13713495049818872
2018-02-04 00:00:00,-0.0015755771261356953,-0.1410053187083271,0.13704074335826028
2018-02-04 00:15:00,-0.0024276968212060823,-0.14022689422779075,0.13578115800158147
2018-02-04 00:30:00,-0.002430474897724102,-0.14063911482012892,0.13574661354513962
2018-02-04 00:45:00,-0.00136963961942666,-0.14010787793042367,0.13674660309753683
2018-02-04 01:00:00,-0.002343474834100429,-0.13861899106134015,0.13608434766561303
2018-02-04 01:15:00,-0.0017860210476355165,-0.13926056085206295,0.136388962575566
2018-02-04 01:30:00,0.008417870883862654,-0.14693015594580253,0.1361431855170937
2018-02-04 01:45:00,0.009594233697378617,-0.14602743465623588,0.1367483414581533
2018-02-04 02:00:00,-1.6206715814109793e-05,-0.13897745144858387,0.1371460319415589
2018-02-04 02:15:00,-0.0006108623561055257,-0.1400208338166978,0.13611543307803953
2018-02-04 02:30:00,-0.0008092303520616914,-0.13986368312241515,0.13644332461643707
2018-02-04 02:45:00,-0.0001304690153565535,-0.1390571604583441,0.13609872014823304
2018-02-04 03:00:00,0.00017575537781768086,-0.13967992006815247,0.13516378969205065
2018-02-04 03:15:00,-0.00027136050485632786,-0.1407370829154627,0.13518959283815174
2018-02-04 03:30:00,0.00041715058328611985,-0.1394935189933319,0.1355403440365685
2018-02-04 03:45:00,0.0008193263548806281,-0.1392141570947962,0.1359983625548981
2018-02-04 04:00:00,0.0012586581595300155,-0.13854607716525758,0.13642430314521437
2018-02-04 04:15:00,0.001342612412761352,-0.13851449950877537,0.13623780986548498
2018-02-04 04:30:00,0.0007756233363839776,-0.13997901513658514,0.13495228568086523
2018-02-04 04:45:00,0.0011517946290094214,-0.1400894080270388,0.13616514217280062
2018-02-04 05:00:00,0.002604833223854151,-0.1395583674426082,0.13632230563988573
2018-02-04 05:15:00,0.002608011007226342,-0.13969978958736703,0.13605254324543173
2018-02-04 05:30:00,0.0032150993471564953,-0.1398879724969179,0.13621850620372475
2018-02-04 05:45:00,0.0036726413607201516,-0.13991703603138853,0.13652930969009408
2018-02-04 06:00:00,0.0046272404406847885,-0.13848828768645716,0.13719670751801644
2018-02-04 06:15:00,0.003638709533488116,-0.14039893571041087,0.1353311643607139
2018-02-04 06:30:00,0.01393560469765348,-0.1460561877416861,0.13564514721973656
2018-02-04 06:45:00,0.01455523357423141,-0.14466806862753318,0.13636893653963345
2018-02-04 07:00:00,0.003807549525558384,-0.13856638491397955,0.13570163304348318
2018-02-04 07:15:00,0.00512018613596642,-0.1373118425531664,0.13701154526526363
2018-02-04 07:30:00,0.003451163306268695,-0.1389132741573227,0.1361962821861969
2018-02-04 07:45:00,0.005316497856666891,-0.13935068966760847,0.13616287147418143
2018-02-04 08:00:00,0.005742557090413179,-0.1381826159418826,0.13777900698370926
2018-02-04 08:15:00,0.005787433391480012,-0.13934193388776675,0.1374472050183443
2018-02-04 08:30:00,0.0042479103849379155,-0.1412493934406479,0.13553570088375486
2018-02-04 08:45:00,0.005261569974207036,-0.14083911659117174,0.13604729219661854
2018-02-04 09:00:00,0.004922568093523619,-0.1405631339087372,0.13643062855189322
2018-02-04 09:15:00,0.004242189781095522,-0.14176413222112572,0.1357106270611678
2018-02-04 09:30:00,0.004481927064013386,-0.14254777349968592,0.13622162867022428
2018-02-04 09:45:00,0.004807819224707506,-0.1427393743808539,0.13545394520121207
2018-02-04 10:00:00,0.004813371498709994,-0.1434022009334717,0.13533064980810186
2018-02-04 10:15:00,0.004165824793373337,-0.14311361344828238,0.13445407439806473
2018-02-04 10:30:00,0.003330508654720623,-0.14269128948519116,0.1329697618281629
2018-02-04 10:45:00,0.002640478112152827,-0.14207535143139804,0.13164739547607535
2018-02-04 11:00:00,0.011810274297621607,-0.1453829855500577,0.13100914922359264
